user_id,monthly_electricity_kwh,fuel_type,fuel_consumption_liters,monthly_travel_km,public_transport_ratio,lpg_cylinders_per_month,induction_usage_hours,solar_water_heater,household_size,online_orders_per_month,waste_recycling,monthly_co2_emission_kg
U0017,121,Petrol,62.95818059136038,724.6270555602435,0.1115485410368727,1.1703936129700483,21.93322284476612,0,4,7,0,306.74121705365064
U0018,231,Petrol,19.64848308504992,282.7391234790169,0.2767580790770773,1.1171573854528607,9.485386189211196,0,1,3,1,307.3081011910688
U0019,396,Public,0.0,224.0,0.8972838676901029,1.025139463669019,6.8734953565618495,1,3,5,1,384.27177948019687
U0020,402,Petrol,50.13544357978598,847.9578294150073,0.0920741072966221,0.9491127178732276,16.440083984183662,0,1,0,1,479.79798775345023
U0021,277,Public,0.0,262.0,0.985921554107186,0.7638253351375651,16.055299336709798,0,3,11,0,248.4764919056079
U0022,280,Diesel,66.16928644964686,1030.1392244458746,0.228024468035746,0.5068941431478454,17.300144533983396,0,6,6,1,395.9366484834056
U0023,274,Public,0.0,275.0,0.8078473453659265,0.7229510286909427,21.187223109570272,0,3,1,0,255.577852310729
U0024,432,Public,0.0,171.0,0.96700160254527,0.7717946725366894,12.51165905279888,1,2,6,0,403.76640736243576
U0025,170,Diesel,45.44999563414065,465.5898461539665,0.0149392754996857,1.304860616725624,12.203812828225258,1,4,4,0,305.1055618270383
U0026,124,Diesel,34.681234303400714,540.8919180716621,0.0553412369671205,0.5460199644672669,24.39073734228318,1,2,13,0,225.129566638874
U0027,239,Diesel,11.52104460492745,203.93616864421108,0.3343920482048823,1.165571626703068,13.179058888285397,1,2,9,1,280.5667532456064
U0028,167,Public,0.0,218.0,0.9213690750087306,1.0097894577625408,17.234414924687044,1,3,11,0,165.18678647183694
U0029,205,Petrol,12.443728139138209,209.5982329208331,0.2814631437520095,0.9215912119960578,6.95668321302003,1,5,6,1,260.76120819446567
U0030,369,Public,0.0,252.0,0.7045913620871154,1.4267799388874312,15.020797678305184,1,5,12,0,353.91064565877684
U0031,399,Public,0.0,189.0,0.9820690724274872,1.033021595663467,12.763398524130436,0,4,0,1,383.6307188540475
U0032,442,Petrol,26.437667639268025,309.762562999505,0.1509036332911903,0.442859445541257,17.365077686757857,1,1,9,1,443.8204338201472
U0033,209,Petrol,51.573421521516366,659.4534994778714,0.3746592607422829,0.4431049593432109,13.358920634311575,0,5,8,0,335.21709363286703
U0034,346,Petrol,56.58477764451981,720.1221168106555,0.3723029302414259,1.3442540270273131,13.579880547500366,1,5,6,0,427.1410914443348
U0035,405,Diesel,29.202976061836704,501.24530785511314,0.1556806714936652,0.4119214166283282,23.10763952838528,0,4,8,1,468.6988236901573
U0036,188,Diesel,55.1424717662608,900.6217182179385,0.3158472571178216,0.5003267133535594,14.888406094051629,1,6,14,1,340.32312004715607
U0037,282,Diesel,18.57950092317015,298.98290911169084,0.2472872253265044,0.5112349437350693,6.682136122299949,0,5,7,0,311.12766107761
U0038,124,Petrol,61.78831131934023,1053.0507597159233,0.0946740774728315,1.398463076983401,16.837774776425686,0,4,5,0,316.8330363703876
U0039,394,Diesel,64.38126310568416,701.0849059771774,0.1970500417163436,0.412489009244161,14.373212839882523,0,2,3,1,521.3556382533023
U0040,120,Diesel,38.66289345281366,412.2674812384811,0.2113480485188836,0.8799694147672117,21.04218498053468,0,5,12,0,229.35745189038016
U0041,268,Public,0.0,193.0,0.8661562853203962,1.4662327891810087,15.461956883402976,1,1,0,1,312.14399731691606
U0042,378,Diesel,67.02468904459352,1147.60411670955,0.1822627011142852,1.0821458575816905,10.547623659622651,0,4,3,0,514.8371909521643
U0043,305,Public,0.0,257.0,0.9958632233438808,1.1679778854217198,15.721927326882408,0,1,4,0,286.06930756154475
U0044,165,Petrol,44.869757270849576,778.6434028678401,0.0330993680141224,1.364327634518372,16.0317574508814,0,5,6,1,303.97920633583294
U0045,184,Petrol,54.97469799856432,722.582790179523,0.3316656882826058,1.0259896160823223,6.2702365918000265,0,1,2,0,326.78868239453385
U0046,252,Petrol,66.68594379294568,1120.1357430377514,0.098939240697279,0.8955985488411029,7.5831883030299,1,3,12,1,436.6778078702838
U0047,407,Petrol,39.88991119875358,550.8671312420186,0.3325485960250005,0.7385549637481544,21.327714704261247,1,4,4,0,466.5945868117613
U0048,374,Diesel,52.244786085953415,611.4579973555939,0.0545485902347079,0.4159991322346701,12.01175117613194,0,2,1,0,495.4559934409365
U0049,427,Public,0.0,59.0,0.8866260100683621,1.34860007962142,23.990412473152844,0,4,9,0,372.5258675767003
U0050,188,Petrol,48.004051259003546,572.2642133376636,0.0303453312434655,0.5417676941017142,7.560916779155448,1,3,5,0,287.1749832774737
U0051,303,Diesel,68.38662095620626,1013.1808314419324,0.0895396263625282,1.3039697005288942,11.901652556447734,0,2,12,0,527.8870267542524
U0052,131,Public,0.0,102.0,0.7276871758686237,0.9292599334619226,18.75569434192166,1,6,10,1,164.21693775344352
U0053,180,Diesel,45.83668493532584,820.0208588317237,0.214636258394933,1.4164459350181766,9.722330662348089,1,4,6,0,326.2026597120153
U0054,306,Petrol,40.70064652693996,580.2653682774131,0.0428688045359104,0.8921536035058002,15.652345329100465,1,1,6,1,385.1292645314255
U0055,321,Public,0.0,155.0,0.7359286395457754,1.3795800088138843,16.871849071080973,0,4,9,1,307.5448777650233
U0056,230,Public,0.0,265.0,0.7382740908386691,0.7121534963785969,12.2616459279727,1,2,1,0,218.6994406158028
U0057,434,Public,0.0,179.0,0.7675998393137584,0.8018925016414635,14.75619601617476,0,6,10,1,405.35636394815873
U0058,253,Public,0.0,91.0,0.9788127967382758,1.012439182315323,16.432253789397997,0,3,12,0,252.11962250675623
U0059,445,Public,0.0,49.0,0.772722919724524,0.526320507213124,17.21240084883265,1,6,4,0,383.3394948489453
U0060,378,Diesel,13.802498228366066,247.3363771133813,0.1289415379898892,1.2908618904400986,10.092813095275275,1,5,8,0,411.14891450559134
U0061,157,Petrol,59.83716446726375,1060.327436423738,0.0497188893942179,1.2039542227240088,23.76680913642076,0,4,2,1,325.6680906668831
U0062,439,Petrol,57.972227855170935,962.4005149035648,0.0745619947152576,0.6592609206714998,17.675171274403546,0,6,3,0,563.018287344742
U0063,161,Diesel,32.61666576549445,446.8952330600338,0.1205511496656568,1.2223703181938763,15.054407801849583,0,1,0,1,282.4035047462845
U0064,223,Petrol,29.968947154749056,474.8397793473745,0.2774870429613353,0.5834038359927215,22.572582307468764,0,1,3,0,246.1761712566445
U0065,276,Diesel,54.63677755436062,561.0246089637254,0.2279558739485266,1.2387045543147597,22.53531273523499,1,1,5,0,419.4265360061841
U0066,276,Public,0.0,202.0,0.9160109609638224,1.1052623961738273,18.878968889342,0,4,9,0,259.7257405226019
U0067,188,Petrol,23.64105898179922,316.524817089894,0.1151718465902904,1.07644528946792,23.237048176859293,0,6,1,1,255.7127786518232
U0068,443,Diesel,56.27480011118428,731.3182057964358,0.0275686157468875,0.485053172037666,7.08493932103619,1,1,5,1,554.0017878277247
U0069,376,Diesel,17.47976087219601,303.56637599599577,0.3479585448248513,0.9707218628386796,16.825508714898586,0,5,14,0,417.46155879787966
U0070,236,Diesel,61.81108843677742,1074.5042964583722,0.1862800489275252,0.928920675897981,23.369094498786023,1,3,10,1,386.8701490742215
U0071,298,Petrol,12.0327496147957,150.31052558769204,0.3121982830184351,0.7053458898923599,9.40194428162194,1,2,4,0,301.4438203078641
U0072,267,Petrol,40.13170061987455,592.4675123479201,0.0268305909553709,1.2249565174390955,9.198111861911716,1,3,13,1,371.2842698506921
U0073,404,Diesel,45.24721625404446,558.909788052944,0.2856236799159313,0.9804125031592644,15.68911782514494,0,1,1,1,485.2228034176257
U0074,383,Public,0.0,191.0,0.822620251329429,0.4279249912263794,8.123051947323807,0,2,6,0,336.1257944494004
U0075,440,Diesel,40.33047274636203,595.293580732087,0.1357084983584764,1.0263878695398505,22.74920965027006,1,4,14,1,544.3332026293036
U0076,284,Petrol,15.21550089702096,229.23561359971333,0.2943618452784009,1.332940905013572,7.4555377932541695,1,3,3,0,331.2508829634004
U0077,201,Public,0.0,263.0,0.947532199426798,0.7993651334145997,5.684562216410583,0,4,4,0,192.41530053168248
U0078,172,Public,0.0,110.0,0.960540392769374,0.936174318074465,22.89104453788183,1,1,1,0,191.96101681224107
U0079,133,Diesel,23.081386449645187,349.92382071435713,0.1686815738213127,0.5455038322378635,23.011446024727714,1,2,6,0,195.17194393086163
U0080,161,Petrol,49.08522330111185,816.676726749001,0.0825685087042412,0.4120954115243285,7.7377126013761455,0,1,14,1,280.0889419356989
U0081,287,Public,0.0,202.0,0.9514320889534889,0.8448196517039268,20.41822754128541,1,6,1,1,266.37225564585486
U0082,411,Petrol,36.231603781434615,627.6802683113447,0.2886131444487622,1.0714451337087534,23.986135941155315,1,6,5,1,470.6812257263607
U0083,408,Public,0.0,273.0,0.7154277440452751,0.94600287192136,16.936856978337786,1,2,8,0,373.9357387453956
U0084,223,Diesel,57.96495273813876,901.7939121848168,0.108858054891985,1.0492537335559955,12.219477938800535,0,4,10,0,416.4822677870199
U0085,136,Petrol,42.514056842701486,722.0403195234082,0.2928899545638245,1.2872172626475948,18.175667334214346,0,6,5,1,267.725057292485
U0086,178,Diesel,52.33451035094131,910.7244446692628,0.0722301380509334,1.0247397536078924,23.30976595176084,0,6,14,1,341.68240002217993
U0087,256,Petrol,57.72051027754584,921.2491500331244,0.0219530458585899,0.9006580535397718,15.44869152142338,0,1,13,1,373.08150694458334
U0088,217,Petrol,34.26912698091104,499.62406641250107,0.3215907917603591,0.9922416394188665,18.23310350161083,0,5,1,0,294.46587559513654
U0089,227,Public,0.0,280.0,0.9624105018052598,0.9818308474299332,23.781353970257925,1,3,10,1,241.61216977817992
U0090,437,Public,0.0,268.0,0.8194862151926906,0.5008692686225732,11.72740927656844,0,4,4,0,366.5654771297341
U0091,296,Diesel,27.77848722735941,329.6990317036107,0.0168372758545447,0.4196613282067552,24.75444779472063,0,1,14,1,316.9965805770456
U0092,412,Diesel,62.74709845372988,1101.7045302581823,0.1869606044999479,1.0747525281317785,8.340678921841505,1,4,3,0,570.3041545113535
U0093,267,Public,0.0,136.0,0.7529584096016524,0.6425348299771929,8.72876524288509,0,3,7,0,263.61090415513064
U0094,181,Petrol,47.37624297610712,757.2132044043066,0.0139460640935299,1.384413585350624,22.20253632835848,0,3,8,0,307.4115625726725
U0095,242,Petrol,61.72765703592704,1017.0328153647675,0.2620967922556087,1.0059431076700531,6.739735198228203,0,4,14,0,379.0823354808589
U0096,156,Public,0.0,110.0,0.7184551078717705,1.3711968960512075,15.321580408872332,1,3,9,1,186.8930786496913
U0097,159,Diesel,62.71779918130948,1027.2804324938456,0.2633807338633702,1.3356399020036662,22.34588401919605,1,1,12,0,373.9151897602919
U0098,310,Diesel,67.67891729109445,928.8092227111744,0.3516285920912527,0.4056596878301862,21.398938348162,1,5,13,1,479.2150533121914
U0099,201,Public,0.0,253.0,0.7252294673403954,0.7590769341536223,16.19688624617659,1,2,11,1,194.7629572593126
U0100,193,Public,0.0,251.0,0.9261096502151558,1.267687680057819,8.475069506151335,1,4,1,1,213.9135975649301
U0101,311,Public,0.0,222.0,0.7173761381676395,0.4821638595336394,22.04829318397295,1,6,14,0,267.7262424115855
U0102,126,Public,0.0,87.0,0.70030884395369,0.5748321116044321,14.370788335371689,0,4,0,0,130.05204849771314
U0103,158,Petrol,60.39682988034832,977.3766665821456,0.0920214732125735,0.544468639050316,22.361086450645857,0,6,11,0,298.40918726865834
U0104,203,Petrol,34.560040378902585,592.8012404441902,0.0919818423564344,0.6344151744275917,5.622681657690228,1,1,7,1,276.46245376970546
U0105,390,Public,0.0,174.0,0.7273493471218575,0.569023841977224,14.073872692105653,0,2,3,1,332.7032120715816
U0106,143,Public,0.0,182.0,0.7003695505499278,1.0581599916346698,17.146128965253425,1,4,3,1,169.63034800619454
U0107,438,Petrol,35.99480493829934,643.400344584657,0.0598322570670263,0.9110584562993912,18.609132527186503,0,2,13,1,502.54293845817006
U0108,336,Diesel,38.83041683546973,420.90002888748086,0.0968180063450109,1.4853288525938613,7.849910858030265,0,6,5,0,470.6370216191343
U0109,280,Diesel,41.06269860308269,439.4912706043654,0.1402507724836723,0.4365234196705032,6.571569943100415,1,6,6,1,390.3093283932209
U0110,262,Diesel,48.1858149726182,754.1950188393328,0.0126344579302568,1.4298334708680591,6.039425673029449,0,1,1,0,417.4433135778182
U0111,447,Public,0.0,280.0,0.8453195342722122,1.1269021301291755,16.06002905183917,1,6,9,0,402.2196313249831
U0112,307,Diesel,24.826194040608787,279.9490378991828,0.3487134266368807,0.6411353860938488,24.517305116382627,1,4,12,0,344.98818837553387
U0113,238,Diesel,11.251668357492283,171.3190743163032,0.1329258501420435,0.9967264992913044,14.86553693567599,0,4,9,0,261.9774277403587
U0114,326,Petrol,53.63014418597848,854.9531044183565,0.1701973337792301,0.7805284918016593,12.420775259692054,0,4,11,1,394.2843504264103
U0115,296,Public,0.0,257.0,0.9620269714244982,1.3907720504123846,13.434418537469108,1,2,2,0,323.83606476448955
U0116,344,Diesel,20.78098653221452,247.3009424106297,0.3885580376166558,0.5990746479804387,22.087701867391583,1,5,8,1,388.1806659351116
U0117,435,Diesel,49.75727674049922,535.492393117117,0.2608492982121752,0.7433628623660918,12.98091892274222,1,3,4,1,566.2707889659131
U0118,283,Petrol,14.40980483980076,163.66747465660666,0.207909579422407,0.770703494074415,21.57766731765219,1,1,4,1,320.86705513254606
U0119,290,Diesel,32.76151539534543,486.32193534666976,0.1426928212160006,0.9868631178296652,20.635806596900583,0,4,7,1,361.78977655149833
U0120,249,Petrol,48.40017801021482,571.0063958188082,0.0720041749890894,0.4974111426455656,7.066179142480314,0,3,13,1,343.43187127703686
U0121,395,Diesel,67.10870712539435,1014.2111730528288,0.3471673178080088,0.9002138411972451,15.311920571585006,0,2,6,0,571.8679379485509
U0122,353,Public,0.0,293.0,0.7468491534376521,0.6580174226683115,24.26693665640798,0,2,0,1,300.8063151523325
U0123,337,Petrol,59.852631480502325,1012.5192270706464,0.3074077458095165,0.5244208009842304,20.910207433928065,0,4,0,0,455.1183879254378
U0124,339,Public,0.0,190.0,0.8220723882168611,1.357828795370985,20.64770968116547,0,5,14,0,365.8851218453138
U0125,443,Public,0.0,48.0,0.9423537825823776,1.2385136482542776,20.956272977172688,1,3,12,0,418.1733480678533
U0126,208,Diesel,43.80633564090753,571.3817023933689,0.2193998886605907,1.0561340224839637,15.913737769909469,1,3,11,0,315.5428002619759
U0127,386,Public,0.0,294.0,0.813935734053769,1.349667014529008,15.381635702724362,1,6,11,1,352.0226470105665
U0128,423,Petrol,55.8929956925277,922.4516240624374,0.2872492304905977,1.4510760655504282,5.364651653527233,1,3,6,0,496.1921271215147
U0129,236,Diesel,13.616043417373652,237.94700626767252,0.1406490748958537,0.5115629112941382,14.717435183726511,0,5,3,1,252.3855294320421
U0130,255,Public,0.0,106.0,0.8240647304576054,0.5340747026706423,8.622986990693606,0,4,9,1,240.6163865162248
U0131,278,Public,0.0,65.0,0.8273582275589085,0.4957428588464245,21.31497287008562,1,4,7,1,252.0184333457493
U0132,339,Diesel,34.66170818840229,579.5053010736037,0.3600092493592045,0.78876351723299,9.73741117948964,1,5,3,1,449.7380901312043
U0133,138,Public,0.0,193.0,0.7449111903870873,0.8663392942046322,8.059676016571252,0,1,2,0,168.30819414565997
U0134,269,Diesel,42.8018447628442,507.4405564376299,0.1563623983622059,1.0539239687047903,14.935337177183388,1,2,2,0,343.94600054637635
U0135,265,Petrol,51.54616907946218,924.2252832138482,0.0513577157816501,0.514520614322583,19.48677634257482,1,2,6,0,372.64069078649385
U0136,283,Petrol,31.29977834991624,330.3813906203797,0.2076239163633081,0.4743738199514364,21.007130156447232,1,3,4,1,303.1858971560037
U0137,319,Diesel,29.980114783491874,460.3715139380565,0.397655744488467,1.1280231088343164,16.1556683474005,1,2,6,0,391.5389522801069
U0138,155,Diesel,20.22867629043505,268.5523223967075,0.1690756453584758,1.3039870882911957,5.024733595188189,1,4,7,0,228.4411377319374
U0139,263,Petrol,11.201581355549468,178.07648766846185,0.3074399219154033,0.6680223876702533,18.431168872260745,0,4,5,1,275.53942927936
U0140,391,Public,0.0,180.0,0.7789337709732528,0.7961500482186711,6.752854935276771,0,3,8,1,360.2562326334044
U0141,442,Petrol,40.94076566178987,710.5325472315151,0.1987853931623321,1.4913738163056445,22.028499154901915,0,2,11,0,522.2502061562942
U0142,410,Diesel,18.476682956530347,216.1006957791934,0.3274940016297081,0.7547807756310567,5.4578764995224045,1,3,1,0,415.5917167524898
U0143,325,Diesel,17.951480364510907,303.3102920646372,0.3691028762053577,0.9357681107008295,17.12505875501955,1,6,13,0,309.4764522061405
U0144,144,Public,0.0,54.0,0.769765407509614,0.4879619337952322,20.53447260943385,0,4,12,0,139.17222895692726
U0145,139,Diesel,22.962290950575976,343.44018062445025,0.2600804369592613,0.567227338441513,6.226992542213363,1,3,1,1,201.00485122720573
U0146,202,Diesel,25.92324455129168,296.0986978750581,0.2766472222277277,1.079856841715905,17.663792520269283,1,1,4,0,276.07667006603407
U0147,427,Petrol,53.45904818059967,873.3470556520059,0.1619193716340799,1.119483374909198,12.08472480889549,1,3,11,0,510.4208415151371
U0148,252,Diesel,11.1515366093834,134.69389816520695,0.304115929248854,0.550820676301899,15.706202629051834,1,1,12,1,244.7342624340044
U0149,361,Public,0.0,189.0,0.8463562131779088,0.5207098185452539,15.95918977947386,0,5,3,1,311.8587117735713
U0150,201,Diesel,37.5668061043592,611.5925753719193,0.3568338755760938,1.4508681551543212,20.7380677251059,0,1,8,1,335.9462162401581
U0151,179,Diesel,25.183505968047072,409.21593991646864,0.3300528783714815,0.94499731380708,12.72697819696631,1,6,7,1,252.6865634243493
U0152,292,Petrol,50.8136667525012,525.0770905955693,0.0339168064183212,1.1879557268689505,6.441686719973467,0,3,7,0,426.958072795598
U0153,267,Diesel,30.98219378475097,501.8256644002858,0.2645482444281657,0.6037151246542147,8.482186706681688,1,5,4,1,314.7177999447399
U0154,157,Public,0.0,165.0,0.93076694435144,1.0871299257396905,12.638792793057918,0,2,2,1,182.4281218751852
U0155,443,Public,0.0,219.0,0.9687443792115646,0.7544370537890912,7.5046714086565425,0,3,7,1,411.61709995896354
U0156,407,Public,0.0,212.0,0.7285035096976914,0.8135921789354426,16.001838809163118,0,2,8,0,367.6585939726393
U0157,332,Petrol,69.54492402936822,1069.019499784821,0.1267689909379779,1.367195525997622,10.168632405836362,1,2,4,1,520.5245319703043
U0158,357,Petrol,42.7016151338163,763.3920573468885,0.3749552265988476,0.4474911093767129,8.296296314588743,0,5,4,1,407.443668246781
U0159,402,Public,0.0,73.0,0.9198404634298752,0.9964609260410332,16.806953809175457,1,3,14,0,390.43284584107977
U0160,348,Diesel,24.80073187129738,392.1415764032175,0.3967239805397454,0.5090959095459375,13.029886317225763,0,2,1,1,377.1963929845367
U0161,129,Petrol,51.273046592794906,666.6562144471218,0.2154782669372156,0.9765750877987786,21.96095582261544,1,2,5,0,275.81987876211195
U0162,362,Public,0.0,215.0,0.8104928591520545,0.8934716940499969,19.441418764054745,1,6,2,1,353.42483797296205
U0163,349,Diesel,47.17536024759044,605.9176891404761,0.3176789325108337,0.5022897038054455,16.76404533896781,0,4,12,1,436.6079459273081
U0164,174,Petrol,45.96213793977603,681.0285886119635,0.0091731245072168,0.7543188046521041,17.72981302098308,0,3,5,1,271.11460528646734
U0165,195,Petrol,41.03614338649656,554.8739874545146,0.0589810106825135,0.7610120289702428,13.680387323477506,0,2,14,1,308.6066461558907
U0166,432,Public,0.0,289.0,0.8488499152339658,0.5960777135951058,18.718225420997275,0,6,11,1,391.4321289392944
U0167,256,Petrol,68.77880290203301,778.7378776546054,0.2801007837778084,1.0443911605690923,16.72958184377414,0,6,0,0,404.4977818647597
U0168,188,Public,0.0,103.0,0.9812059882647594,1.176620908430427,17.623412919134125,1,6,6,0,209.341803817613
U0169,248,Petrol,23.513422136109384,259.8420140094084,0.1595344118814917,1.4148853638965688,14.441208683939966,0,5,13,0,302.4002601654752
U0170,389,Diesel,36.984390547032405,599.6532381137919,0.0261464630257541,0.9363283130407228,5.672272003665652,0,4,1,0,435.89564822761406
U0171,140,Diesel,63.99000074123635,651.0718408190825,0.2655158744702356,1.4597338776349056,16.20336366923684,0,5,9,0,357.5038888611484
U0172,284,Public,0.0,247.0,0.7573572104394367,0.7720894158655833,11.173974867463905,1,5,11,1,282.20656790496827
U0173,280,Petrol,61.036963470468265,884.4123133222412,0.2093563645497466,0.5262457590561392,22.2027938669887,1,2,10,1,400.31824312426784
U0174,317,Petrol,49.85127487032504,584.6918253320014,0.0390250040957199,1.3481855992446996,14.203245289768793,1,6,11,0,471.2880188678254
U0175,413,Petrol,57.17669196304199,663.8734391800335,0.1034483339552155,0.5811769887755255,11.60430129742995,0,6,3,1,503.3328068030608
U0176,333,Petrol,43.61093550249471,698.0294839014925,0.2231922955130559,1.0077649762609977,6.883038202513959,1,3,7,1,411.1912653904584
U0177,161,Diesel,59.32618963601353,773.812852413954,0.310244740370131,1.4609243192908927,9.075329182553782,1,2,7,1,359.2310392630937
U0178,204,Public,0.0,267.0,0.8599086601738419,0.5737503051188828,18.917982363376048,1,4,1,0,204.66548251155103
U0179,378,Public,0.0,249.0,0.7606047005207469,0.6026473231618288,22.87979420015741,0,4,10,0,321.04783976454314
U0180,248,Public,0.0,298.0,0.7969033595158641,1.4967859727898278,24.59564915709044,0,3,6,1,281.93158660818614
U0181,444,Public,0.0,183.0,0.7238219753929088,1.2046461393743986,8.748238881951645,0,5,8,1,452.57428084874846
U0182,332,Petrol,41.52609475274157,496.43281579124016,0.0451772833644694,0.4958974146150143,19.38154894707712,0,3,3,1,395.97507071295234
U0183,426,Petrol,47.25571404870587,605.7709782063693,0.336579021233904,0.918415884137981,24.58209876030309,0,3,0,1,468.0249449551607
U0184,367,Public,0.0,153.0,0.9975227851503516,0.4799379587710179,6.541560239029214,0,3,3,1,340.32609870267584
U0185,422,Public,0.0,146.0,0.8224919028278354,1.2351736063669272,23.0721568869359,0,1,6,1,415.4200407524672
U0186,338,Petrol,37.62149627211558,636.4243756224672,0.2186592880751154,0.8184406038674507,24.536006570213186,1,6,10,0,405.59982138364086
U0187,400,Diesel,17.647237565372137,276.3823277896976,0.3891105291568343,1.3086429568332292,18.98630750252408,0,4,3,1,452.2738802568331
U0188,243,Public,0.0,149.0,0.9111057932382388,0.9947683243094014,6.930689403908817,1,6,8,0,266.1761553489581
U0189,427,Petrol,27.99514669041908,446.3978878466949,0.0192571343913413,1.393184494711186,22.04527748782363,0,1,12,0,471.2885763053693
U0190,277,Diesel,44.40096073811308,678.0293359617217,0.1009228999357626,0.6422478315150466,14.767492579658777,0,5,12,0,370.1607758171304
U0191,443,Diesel,11.508517496636363,179.02193676578256,0.0328828254847126,1.4017442373786535,14.288664724510856,0,1,2,1,501.1459782111316
U0192,426,Public,0.0,57.0,0.7702553340446456,1.2654253686698809,24.41532412949566,0,4,1,0,380.447053829757
U0193,376,Public,0.0,239.0,0.8085559279615415,0.919742690507165,5.912974910047675,0,3,11,1,322.6734363716698
U0194,261,Diesel,40.99435770675875,411.7492306695384,0.0030656130596901,0.6409756900120436,5.734427250016423,1,4,0,1,305.49760052426177
U0195,364,Petrol,65.90522316596898,868.3751508035576,0.0348371067183086,1.078773167729581,7.276767869532028,0,3,10,0,495.90984861311534
U0196,386,Diesel,19.91223636027101,261.2282071395663,0.2919441235393913,1.3704844117043324,18.41886009485016,0,5,11,1,450.9011898061885
U0197,420,Diesel,61.77283017474474,618.7679845251924,0.2870288498926377,1.3125463125517751,5.8111747508936284,0,4,1,1,595.9269303946509
U0198,201,Public,0.0,142.0,0.7213022993599766,0.4881980154900938,12.095425836719684,0,2,14,1,190.9720170967917
U0199,321,Public,0.0,239.0,0.741661397918955,0.5273113673465759,8.086431305661588,0,3,3,0,288.5305566842288
U0200,415,Petrol,36.93118430048249,394.2455274804005,0.1597474993578763,1.4011481004603477,21.16045259813106,1,1,6,0,525.7947560584331
U0201,413,Diesel,50.377997343665946,614.7651899577401,0.122525399511285,1.2678836759128729,13.928390328031645,0,2,2,1,566.7688836118049
U0202,142,Public,0.0,147.0,0.9116757587931474,1.1572455203413503,12.491057740402429,0,4,4,0,169.1915211514193
U0203,175,Public,0.0,231.0,0.8937467158859452,1.1005925492002175,11.812083331625834,0,3,13,0,201.6872865330067
U0204,323,Diesel,68.32151538979547,808.0996401761175,0.3909808471961472,0.9851039771766896,7.715780941278743,1,2,10,1,492.3690786664325
U0205,353,Public,0.0,274.0,0.7867734315917964,1.3900915013181288,7.322779204010512,0,2,11,1,352.4551351214105
U0206,320,Diesel,33.36891369414522,436.6020447593074,0.1361548417018022,0.9955483680823438,8.082900863569742,1,1,12,1,411.7616171700079
U0207,428,Public,0.0,138.0,0.7583871510114616,0.4634123404189274,11.848959576694266,0,4,4,0,333.8963241489786
U0208,211,Petrol,59.00541580717169,687.912989540934,0.3129553317840349,1.2080357154335546,11.009787712008649,1,6,8,0,373.9206539210983
U0209,394,Diesel,38.5327622492096,552.7215200050287,0.0910998944412838,1.4604317318820654,23.18909221874484,1,3,5,0,479.3177463420516
U0210,303,Public,0.0,46.0,0.984733642926832,0.9641926577619174,6.873448414118204,1,4,5,0,293.3121830303133
U0211,369,Diesel,36.4734228193196,541.4859825646834,0.3674938842425509,0.7984948958084503,19.51432926439898,0,5,13,0,479.92501171130766
